4-ethyl-3,4-dihydroquinazolin-2-amine	HTR5A
isoferulic acid	PMVK
sipoglitazar	PPARG
sipoglitazar	PPARA
etamicastat	DBH
adenosine-5'-[beta, gamma-methylene]triphosphate	PDXK
adenosine-5'-[beta, gamma-methylene]triphosphate	INSR
17-methyl-17-alpha-dihydroequilenin	ESR1
2-(aminomethyl)-5-phenethyltetrahydrofuran	SLC6A2
2-(aminomethyl)-5-phenethyltetrahydrofuran	SLC6A4
2-(aminomethyl)-5-phenethyltetrahydrofuran	SLC6A3
mln0264	GUCY2C
brexpiprazole	HTR1A
brexpiprazole	ADRA2C
brexpiprazole	DRD2
brexpiprazole	ADRA1B
brexpiprazole	HTR2A
[3h]5-oxo-ete	OXER1
(r)-tacrine(10)-hupyridone	ACHE
ruthenium red	RYR1
hds-029	EGFR
hds-029	ERBB4
hds-029	ERBB2
tylophorinine	JUN
isis 140148	SOAT2
12-epi-salvinorin a	OPRK1
bay 79-4620	CA9
9-butyl-9h-adenine	ADORA2A
olopatadine	HRH1
guanfacine	ADRA2A
[1,3]thiazinan-(2e)-ylideneamine	NOS1
[1,3]thiazinan-(2e)-ylideneamine	NOS3
[1,3]thiazinan-(2e)-ylideneamine	NOS2
tlc-388	TOP1
gsk729327	GABRA1
gsk729327	GABRA2
gsk729327	GABRB2
ati-17000	HTR3A
ly2495655	MSTN
(2'z,3'e)-5-fluoro-5'-chloro-indirubin-3'-oxime	CCNE1
(2'z,3'e)-5-fluoro-5'-chloro-indirubin-3'-oxime	CDK2
sergliflozin a	SLC5A2
macrolide derivative	MTOR
1-(phenylsulfonyl)-4-(piperazin-1-yl)-1h-indole	HTR6
4-(5-bromo-1h-indol-3-yl)pyrimidin-2-amine	GSK3B
n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide	CA2
e-3024	DPP4
ac-his-trp-ala-val-d-ala-his-leu-met-nh2	GRPR
3-(6-ethoxy-naphthalen-2-yl)-pyridine	CYP17A1
3-(6-ethoxy-naphthalen-2-yl)-pyridine	CYP19A1
3-(6-ethoxy-naphthalen-2-yl)-pyridine	CYP11B1
oregovomab	MUC16
(2,5-diphenyl-furan-3-yl)-phenyl-methanone	PDE4A
niraparib	PARP2
niraparib	PARP1
isis 29237	PDPK1
n-methylnaloxonium	CES1
h-tyr-pro-dap(6dmn)-phe-nh2	OPRD1
h-tyr-pro-dap(6dmn)-phe-nh2	OPRM1
cj-13610	ALOX5
somatropin recombinant	GHR
8-n-propylnaringenin	ESR2
8-n-propylnaringenin	ESR1
acpyy(22-36)	NPY1R
acpyy(22-36)	NPY2R
isis 101987	SMAD6
1-methyl-1,2,3,4-tetrahydro-isoquinoline-6,7-diol	DRD2
rec2615	ADRA1A
resminostat	HDAC1
sacubitril	MME
ro-4998452	SLC5A2
amg-221	HSD11B1
mcp-203	OPRD1
bis-imide a	CHEK1
1-pentenyl-4-(aminosulfonyl)benzoate	CA2
fr-104	CD28
phenidone	PTGS2
phenidone	PTGS1
phenidone	ALOX5
nocardimicin d	CHRM3
2-naphthalen-1-yl-benzooxazol-6-ol	ESR2
2-naphthalen-1-yl-benzooxazol-6-ol	ESR1
gcr-1087	ADRB3
atl-1101	IGF1R
alpha-methylphenylalanine	PAH
prednicarbate	NR3C1
3-(4-methoxy-benzenesulfonyl)-cyclohexanethiol	MMP13
3-(4-methoxy-benzenesulfonyl)-cyclohexanethiol	MMP1
3-(4-methoxy-benzenesulfonyl)-cyclohexanethiol	MMP8
phenyl-phosphonic acid	CA4
phenyl-phosphonic acid	CA2
atpa	GRIK1
mln2480	RAF1
(e)-5-(4-hydroxybenzylidene)-1-phenethylhydantoin	EGFR
isis-5glt2rx	SLC5A4
zifrosilone	ACHE
mrs-2179	P2RY1
(+/-)-threo-n-benzyl-3'-chloromethylphenidate	SLC6A3
chloroprocaine	SCN10A
chloroprocaine	ATP1A1
o-1812	CNR1
sch-546909	CDK2
juvidex	IGF2R
phenylcarbamic acid biphenyl-3-yl ester	FAAH
ulodesine	PNP
4-fluorophenylboronic acid	FAAH
isis-stat3	STAT3
cr-3465	CYSLTR1
5-hydroxy-l-tryptophan	SLC36A2
5-hydroxy-l-tryptophan	SLC36A1
n-[4'-(ethylsulfonyl)-3-fluoro-4-biphenylyl]urea	KIF11
gt2394	HRH3
adrenoglomerulotropin	HTR2B
[11c]volinanserin	HTR2A
2,6-diphenyl-8-(1-ethylpropyl)-1-deazapurine	ADORA2A
2,6-diphenyl-8-(1-ethylpropyl)-1-deazapurine	ADORA2B
2,6-diphenyl-8-(1-ethylpropyl)-1-deazapurine	ADORA3
2,6-diphenyl-8-(1-ethylpropyl)-1-deazapurine	ADORA1
[3h]mibolerone	AR
7-phenyl-1-(2h-tetrazol-5-yl)-heptan-1-one	FAAH
mk-6592	AURKC
bibf100	FGF2
4,4'-(ethane-1,2-diyl)dibenzene-1,3-diol	TYR
tipp	OPRD1
cysteinesulfonic acid	CTSL
cysteinesulfonic acid	CDC25B
cysteinesulfonic acid	PTPN1
ne-100	SIGMAR1
apd-597	GPR119
2',4'-dicyanobiphenyl-4-yl sulfamate	STS
ad-5467	AKR1B1
2-(4-bromo-2-formylphenoxy)acetic acid	PTGDR2
gt-16-239	HMGCR
pb-1120	VIPR2
3-(4-(2-phenylethynyl)benzoyl)pentanoic acid	MMP9
3-(4-(2-phenylethynyl)benzoyl)pentanoic acid	MMP2
3-(4-(2-phenylethynyl)benzoyl)pentanoic acid	MMP12
3-(4-(2-phenylethynyl)benzoyl)pentanoic acid	MMP21
isis 17252	PRKCD
rac-2q	CMA1
synthetic conjugated estrogen	ESR1
chlorzoxazone	KCNMA1
chlorzoxazone	KCNN4
milacemide	MAOB
ndp-sysmehfrwgkpvg	MC1R
ndp-sysmehfrwgkpvg	MC4R
ndp-sysmehfrwgkpvg	MC3R
5-ht 2c receptor agonists (obesity/schizophrenia), galenea	HTR2C
abx-il8	CXCL8
pd-138917	CCKBR
alpha-methylalanyl-l-proline butylamide	TPP2
nnc-0151-0000-0000	C5
des-aa1,5-[tyr2,d-trp8,iamp9]srif ch-288	SSTR1
3-(5-[1,3]dithiolan-2-yl-furan-2-yl)pyridine	CYP3A4
arry-575	CHEK1
em-800	ESR2
em-800	ESR1
s-9977	ACHE
2-chloro-2'-c-methyl-tecadenoson	ADORA2B
2-chloro-2'-c-methyl-tecadenoson	ADORA3
2-chloro-2'-c-methyl-tecadenoson	ADORA1
atrasentan	EDNRA
gsk compound 34	CCR2
1-benzyl-1h-pyrrolo[3,2-b]pyridine	MET
n-(2-(1h-indol-3-yl)ethyl)biphenyl-4-carboxamide	CDK4
cck-33	CCKAR
cck-33	CCKBR
7-methyl-8-oxo-5-p-tolyl-7,8-dihydro-[1,7]naphthyridine-6-carboxylic acid (s)-[(s)-1-(3,5-bis-trifluoromethyl-phenyl)-ethyl]-methyl-amide (enantiomeric mix)	TACR1
1-(3,4-dimethyl-phenyl)-2-phenyl-ethane-1,2-dione	CES1
a-420983	SRC
a-420983	LCK
a-420983	TEK
frovatriptan	HTR1B
frovatriptan	HTR1D
2-(6-hydroxy-naphthalen-2-yl)-benzooxazol-6-ol	ESR2
2-(6-hydroxy-naphthalen-2-yl)-benzooxazol-6-ol	ESR1
pf-04447943	PDE9A
n-[2-(1h-benzoimidazol-2-yl)-benzoyl]-guanidine	SLC9A1
2-p-tolyl-2h-pyrazolo[3,4-c]quinolin-4(5h)-one	ADORA1
unfractionated heparin	SERPINC1
pd-0173952	PDGFRA
pd-0173952	PDGFRB
pd-0173952	SRC
pd-0173952	FGFR1
pd-0173952	LCK
reveromycin a	IARS
nk3 antagonist pet ligand	TACR3
e-3040	ALOX5
(4-fluoro-phenyl)-(9h-purin-6-yl)-amine	ROCK1
bay 60-6583	ADORA2B
bay 60-6583	ADORA3
bay 60-6583	ADORA1
medi6012	LCAT
isopropyl alcohol	TNF
isopropyl alcohol	PLA2G2A
isopropyl alcohol	AHCY
isopropyl alcohol	GCH1
jnk-in-8	MAPK8
jnk-in-8	MAPK9
jnk-in-8	MAPK10
cl-301	SLC12A2
2-(2,3-dihydro-1h-indol-5-yl)-1-methyl-ethylamine	SLC6A2
2-(2,3-dihydro-1h-indol-5-yl)-1-methyl-ethylamine	SLC6A3
2-(3-benzenesulfonyl)phenyl-1-aminoethane	HTR6
isis 29178	AKT3
[3h]hemado	ADORA3
3-methyl-1-phenyl-1h-chromeno[4,3-c]pyrazol-4-one	GABRA1
3-methyl-1-phenyl-1h-chromeno[4,3-c]pyrazol-4-one	GABRG2
fluorometholone	NR3C1
goserelin	GNRHR
goserelin	LHCGR
n-ethyl estrone-16-methyl carboxamide	HSD17B1
2,5-bis-(3-cyclopentyloxy-4-methoxy-phenyl)-furan	PDE4A
diethyl 2,2,2-trifluoro-1-phenylethyl phosphate	CES1
4-[5-(3-hydroxyphenyl)-2-thienyl)-2-methyl]phenol	HSD17B1
4-[5-(3-hydroxyphenyl)-2-thienyl)-2-methyl]phenol	CYP3A4
4-[5-(3-hydroxyphenyl)-2-thienyl)-2-methyl]phenol	CYP2D6
lipocrine	BCHE
lipocrine	ACHE
methamfetamine	DRD2
isis 110068	NCL
icopezil maleate	ACHE
hgt-1410	SGSH
4-(4'-n-methylphenyl)diazenylbenzenesulfonamide	CA12
4-(4'-n-methylphenyl)diazenylbenzenesulfonamide	CA9
il-94	PAK1
il-94	PAK2
dyphylline	ADORA1
dyphylline	PDE7A
dyphylline	PDE7B
dyphylline	PDE4A
dyphylline	PDE4D
dyphylline	PDE4B
dyphylline	ADORA2A
dyphylline	PDE4C
tedatioxetine	HTR2C
fluoropeptide vaccine	CD4
8-imidazol-1-ylmethyl-5-nitro-chromen-4-one	CYP19A1
aminohippuric acid	SLC22A6
4-methylthiopyridine-3-sulfonamide	CA12
4-methylthiopyridine-3-sulfonamide	CA2
4-methylthiopyridine-3-sulfonamide	CA1
4-methylthiopyridine-3-sulfonamide	CA9
9-cycloheptyl-9h-adenine	ADORA2A
sar245409/msc1936369b combination therapy	PIK3CG
sar245409/msc1936369b combination therapy	MTOR
2-benzyl-7-hydroxy-chromen-4-one	AKR1B1
6,6-dimethyl-1-phenyl-3-aza-bicyclo[3.1.0]hexane	SLC6A4
(4-iodo-butyl)-trimethyl-ammonium iodide	ACHE
(1r)-menthyl hexyl phosphonate group	BCHE
cg-0070	CSF2
mk-5046	GRPR
mk-5046	BRS3
4-[6-methyl-indan-(1z)-ylidenemethyl]-pyridine	CYP19A1
r116031	TACR1
gw-473178	F2
mr-20496	CYP19A1
es-6864	REN
docarpamine	DRD2
sar-1118	ICAM1
sar-1118	ITGAL
humax-cmet	MET
8-propionyl-7-propoxy-2h-chromen-2-one	CA9
rabeprazole	ATP4A
bu-4601a	ALOX5
3'-(1-benzothien-2-yl)biphenyl-3-ol	HSD17B1
4,6,6,7-tetramethyl-6h-benzo[c]chromene-3,8-diol	ESR2
4,6,6,7-tetramethyl-6h-benzo[c]chromene-3,8-diol	ESR1
n-o-tolyl-1'h-phenothiazine-1'-carboxamide	BCHE
human rho(d) immune globulin	RHD
daio-orengedokuto (dot)	PNLIP
c[glu21-lys25][gly8]glp-1(7-37)-nh2	GLP1R
3-((4-aminophenyl)diazenyl)benzenesulfonamide	CA12
3-((4-aminophenyl)diazenyl)benzenesulfonamide	CA2
3-((4-aminophenyl)diazenyl)benzenesulfonamide	CA9
4-(2-phenylacetamido)-3-bromobenzenesulfonamide	CA2
4-(2-phenylacetamido)-3-bromobenzenesulfonamide	CA1
gemfibrozil	LPL
gemfibrozil	PPARA
4-(2-fluoro-6-(3-fluorophenoxy)phenyl)piperidine	HTR1A
4-(2-fluoro-6-(3-fluorophenoxy)phenyl)piperidine	SLC6A2
4-(2-fluoro-6-(3-fluorophenoxy)phenyl)piperidine	SLC6A4
4-(2-fluoro-6-(3-fluorophenoxy)phenyl)piperidine	SLC6A3
isis 112021	HNRNPA1
asp-4058	S1PR5
asp-4058	S1PR1
4-methyl-pyrrolidin-(2z)-ylideneamine	NOS1
4-methyl-pyrrolidin-(2z)-ylideneamine	NOS3
4-methyl-pyrrolidin-(2z)-ylideneamine	NOS2
wbz-7	KIT
fiduxosin hydrochloride	ADRA1D
isopropyl-methyl-prop-2-ynyl-amine hydrochloride	MAOB
anavex 1007	SIGMAR1
1,1,1-trifluoro-3-(hexylthio)propan-2-one	FAAH
1,1,1-trifluoro-3-(hexylthio)propan-2-one	CES1
vu0080241	GRM1
3-(2-methylquinolin-7-yl)benzonitrile	GRM5
6-furan-2-yl-9-phenyl-9h-purin-2-ylamine	ADORA2A
ajvw2	ITGB3
ajvw2	ITGA2B
h-tyr-c[pen-gly-phe-pen]oh	OPRD1
1-(3,3-dimethyl-2-oxo-butyl)-1h-indole-2,3-dione	PLG
1-(3,3-dimethyl-2-oxo-butyl)-1h-indole-2,3-dione	ELANE
3-naphthalen-1-yl-pyrrolidine	HTR1A
3-naphthalen-1-yl-pyrrolidine	DRD2
3-naphthalen-1-yl-pyrrolidine	HTR2A
ethyl 2-(2-oxohexadecanamido)acetate	PLA2G4A
ly-2428757	GLP1R
semagacestat	APH1B
semagacestat	PSENEN
semagacestat	APH1A
semagacestat	NCSTN
semagacestat	PSEN1
n-benzyl-2-thiomorpholinopyrimidin-4-amine	BCHE
n-benzyl-2-thiomorpholinopyrimidin-4-amine	ACHE
incb8696	CCR2
avanafil	PDE5A
xl019	JAK2
carboron cluster with phenol	ESR1
3-demethoxy-3-d-xylopyranosylaminothiocolchicine	GABRA1
3-demethoxy-3-d-xylopyranosylaminothiocolchicine	GLRB
3-demethoxy-3-d-xylopyranosylaminothiocolchicine	GABRG2
3-demethoxy-3-d-xylopyranosylaminothiocolchicine	GLRA1
3-demethoxy-3-d-xylopyranosylaminothiocolchicine	GABRB2
demecarium	ACHE
hemi-babim	F2
fimasartan	AGTR1
naloxonazine	OPRM1
jaspic acid	ALOX15
jaspic acid	ALOX12
phtpp	ESR2
3-[5-bromo-indan-(1e)-ylidenemethyl]-pyridine	CYP19A1
3-[5-bromo-indan-(1e)-ylidenemethyl]-pyridine	CYP11B1
phenylacetylrinvanil	TRPV1
vu-71	GRM1
ngd-4715	MCHR1
cacospongionolide	PLA2G1B
cacospongionolide	PLA2G2A
sunepitron	HTR1A
sunepitron	ADRA1A
sunepitron	ADRA1B
sunepitron	ADRA1D
gw-3965	NR1H3
gw-3965	NR1H2
diphenylpyraline	HRH1
ly3164530	EGFR
ly3164530	MET
apratastat	MMP13
apratastat	ADAM17
pvx-410	SLAMF7
brucine	CHRM1
brucine	CHRM3
rwj-69736	ADRA1A
rwj-69736	ADRA1B
rwj-69736	ADRA1D
salvinorin b tert-butoxymethyl ether	OPRK1
mrs1041	ADORA2B
mrs1041	ADORA3
mrs1041	ADORA1
(3-phenoxy-phenyl)-(5-phenyl-oxazol-2-yl)-amine	KDR
riluzole	SCN5A
riluzole	SLC7A11
kotalanol	MGAM
tenosal	PTGS2
ogx-427 + paclitaxel	HSPB1
6-hydroxy-1,2,9-trimethyl-9h-beta-carbolin-2-ium	BCHE
6-hydroxy-1,2,9-trimethyl-9h-beta-carbolin-2-ium	ACHE
isis 16009	BCL2L1
isogemichalcone c	CYP19A1
as-19	HTR7
f-g-g-f-t-g-aib-r-k-s-a-r-k-l-a-n-q-cooh	OPRL1
pro-urokinase	PLAU
lawsaritol	BCHE
lawsaritol	ACHE
isis 3805	VCAM1
3-methoxy-5-(6-methoxynaphthalen-2-yl)pyridine	CYP11B1
3-methoxy-5-(6-methoxynaphthalen-2-yl)pyridine	CYP3A4
3,9-dihydroxy-2,10-diprenylpterocap-6a-ene	PLA2G1B
(r)pk-11195	TSPO
4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	HBB
4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	HBA2
pf-592379	DRD3
pf-592379	DRD4
bepridil	CACNA2D2
bepridil	CACNA1H
bepridil	CACNA1A
n*1*-(5-methyl-2-nitro-phenyl)-butane-1,4-diamine	NOS1
epinephrine	ADRA1A
epinephrine	ADRB2
epinephrine	ADRA1B
epinephrine	ADRA2B
epinephrine	ADRB1
epinephrine	ADRA2A
finrozole	CYP19A1
tyrphostin ag490	JAK2
cp-663427	FNTB
kd019	EPHB4
cgnlstcmlgtytqdfnkphtfpqtaigvgap-amide	CALCR
1,2-bis(2,3,5-trifluorophenyl)ethane-1,2-dione	CES1
puerarin	HTR2C
[11c]dtbz	SLC18A2
pf-956980	JAK3
mg-1101	PTH
(2r,3s)-2-[(4-iodophenoxy)phenylmethyl]morpholine	SLC6A4
(2r,3s)-2-[(4-iodophenoxy)phenylmethyl]morpholine	SLC6A3
isis-fgfr4rx	FGFR4
2-(4-benzyl-piperidin-1-ylmethyl)-1h-indol-6-ol	GRIN2B
bile acid	GPBAR1
cis-2-(4-chlorophenyl)-2-fluorocyclopropanamine	MAOB
zd-6003	CSF3R
zd-6003	CSF1R
2,7-bis(benzoamido)anthraquinone	TERT
cgs-19281a	MAOA
cgs-19281a	MAOB
bms-pcsk9	PCSK9
thiorphan	MME
2-o-ethyl-paf c-16	PTAFR
ronomilast	PDE4A
ronomilast	PDE4D
ronomilast	PDE4B
butethal	GABRA1
butethal	GABRA4
butethal	GABRA2
butethal	GABRA5
butethal	GABRA3
butethal	GABRA6
7-iodo-1,5-dihydro-imidazo[2,1-b]quinazolin-2-one	PDE3A
cv-1808	ADORA2B
ikkbeta inhibitors	CHUK
6,7-dichloro-2,3,4,5-tetrahydro-1h-3-benzazepine	HTR2C
6,7-dichloro-2,3,4,5-tetrahydro-1h-3-benzazepine	HTR2B
6,7-dichloro-2,3,4,5-tetrahydro-1h-3-benzazepine	HTR2A
e5555	F2R
2-(4-methoxy-phenyl)-5-phenyl-thiazol-4-ol	ALOX5
4-[2-(4-phenyl-piperidin-1-yl)-ethoxy]-phenol	GRIN1
4-[2-(4-phenyl-piperidin-1-yl)-ethoxy]-phenol	GRIN2B
up-275-22	AGTR1
nsc-623548	DNMT3B
n-(7-(2-chlorophenyl)-6-(4-chlorophenyl)-2,2-dimethyl-3,4-dihydro-2h-pyrano[2,3-b]pyridin-4-yl)-2-hydroxyacetamide (enantiomeric mix)	CNR1
n-(7-(2-chlorophenyl)-6-(4-chlorophenyl)-2,2-dimethyl-3,4-dihydro-2h-pyrano[2,3-b]pyridin-4-yl)-2-hydroxyacetamide (enantiomeric mix)	CNR2
n-hydroxy-7-(naphthalen-2-yloxy)heptanamide	HDAC1
acetic acid 2-hex-2-ynylsulfanyl-phenyl ester	PTGS1
ponezumab	APP
4-chloro-6-nitro-2-piperazin-1-yl-quinoline	SLC6A4
heparin calcium	SERPINC1
h-89	PRKACA
bmn-168	PAH
1,2,3,7,12,12a-hexahydro-1-aza-pleiadene-5,6-diol	DRD2
1,2,3,7,12,12a-hexahydro-1-aza-pleiadene-5,6-diol	DRD1
cdx-1127	CD27
n-(3-(2-ethoxy-5-methoxyphenyl)propyl)acetamide	MTNR1A
n-(3-(2-ethoxy-5-methoxyphenyl)propyl)acetamide	MTNR1B
lys-thiol	RNPEP
ace-041	GDF2
2-(o-toluidino)-5-ethylthiazol-4(5h)-one	HSD11B1
pt-15	MC4R
ioflupane i-123	SLC6A3
cgs-19480a	HTR1A
2-chlorophenol	MAPK14
hmn-214	PLK1
abituzumab	ITGAV
atovaquone	DHODH
rilmenidine	ADRA2C
(2-methoxy-phenyl)-(5-phenyl-oxazol-2-yl)-amine	KDR
(2-methoxy-phenyl)-(5-phenyl-oxazol-2-yl)-amine	FLT4
(2-methoxy-phenyl)-(5-phenyl-oxazol-2-yl)-amine	FLT1
2-phenylethynyl-5,6,7,8-tetrahydro-quinoline	GRM5
s 0957	SLC37A4
3-indan-(1e)-ylidenemethyl-pyridine	CYP19A1
3-indan-(1e)-ylidenemethyl-pyridine	CYP11B1
kkht-10608	CACNA1G
riferminogene pecaplasmid	FGF1
[3h]jnj 7777120	HRH4
elarofiban	ITGB3
elarofiban	ITGA2B
milfasartan	AGTR1
breceptin	BDKRB2
tei-9647	VDR
phosphonothreonine	AURKA
phosphonothreonine	CDK7
phosphonothreonine	RHO
phosphonothreonine	MAPK1
phosphonothreonine	MAPK12
phosphonothreonine	PRKCQ
n-[4-(3-amino-1h-indazol-4-yl)phenyl]benzamide	FLT3
acetazolamide	CA14
acetazolamide	CA1
acetazolamide	CA2
acetazolamide	CA7
acetazolamide	CA4
acetazolamide	CA12
acetazolamide	CA3
2-hydroxycarbamoyl-4-methyl-pentanoic acid	MMP8
melanin-concentrating hormone	MCHR1
melanin-concentrating hormone	MCHR2
6-pyridin-3-yl-1,2,3,4-tetrahydronaphthalen-2-ol	CYP11B1
nmed-160	CACNA1B
(5s,6r)-[octahydro-quinolin-(2e)-ylidene]amine	NOS1
(5s,6r)-[octahydro-quinolin-(2e)-ylidene]amine	NOS3
(5s,6r)-[octahydro-quinolin-(2e)-ylidene]amine	NOS2
5-fluorotryptamine	HTR1E
h-tyr-d-ala-(r or s)atc-asp-val-val-gly-nh2	OPRM1
4-benzoimidazol-1-yl-phenylamine	PDGFRA
4-benzoimidazol-1-yl-phenylamine	PDGFRB
pd-137789	DRD2
dermorphin	OPRD1
dermorphin	OPRM1
h-mcpa-ser-gly-phe-leu-thr-oh	OPRD1
h-mcpa-ser-gly-phe-leu-thr-oh	OPRM1
n,n-dialkyl-dipeptidylamines	CACNA1B
c[homophe-hca-glu-gly-leu-glu-glu]-nh2	FLT1
3-(n-alkylamino) propylphosphonic acid derivative	S1PR1
octanedioic acid bis-hydroxyamide	HDAC6
octanedioic acid bis-hydroxyamide	HDAC4
octanedioic acid bis-hydroxyamide	HDAC2
octanedioic acid bis-hydroxyamide	HDAC8
octanedioic acid bis-hydroxyamide	HDAC1
(r)-3-(naphthalen-2-ylmethoxy)pyrrolidine	SLC6A2
(r)-3-(naphthalen-2-ylmethoxy)pyrrolidine	KCNH2
(r)-3-(naphthalen-2-ylmethoxy)pyrrolidine	SLC6A4
(r)-3-(naphthalen-2-ylmethoxy)pyrrolidine	SLC6A3
tyrphostin ag-1478	EGFR
tyrphostin ag-1478	MAPK14
bis(20)-huperzine b	ACHE
alx-0141	TNFSF11
ac-42	CHRM1
8-nitro-6h,11h-indeno[1,2-c]isoquinolin-5-one	PARP1
isis 25564	RHOA
n6-benzyl adenosine-5'-diphosphate	SRC
3-(phenylsulfonyl)-1h-pyrrolo[2,3-b]pyridine	MET
lfa-102	PRLR
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC1
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC6
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC4
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC8
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC2
7-(biphenyl-4-yloxy)-1-oxazol-2-yl-heptan-1-one	HDAC10
dual pi3k/mtor inhibitors	PIK3CG
dual pi3k/mtor inhibitors	MTOR
2-methyl-1,2-di-pyridin-3-yl-propylchloride	CYP11B1
av-965	HTR1A
sb 203186	HTR4
2,2',4,4',6'-pentahydroxychalcone	TYR
ascj-9 topical	AR
lanreotide acetate	SSTR2
ucph-101	SLC1A3
mln4924	NAE1
mln4924	UBA3
psn-101	GCK
4-(1-butyl-7-chloro-1h-indazol-3-yl)phenol	ESR1
revamilast	PDE4A
revamilast	PDE4D
revamilast	PDE4B
(4-methyl-2-oxo-2h-quinolin-1-yl)-acetic acid	AKR1B1
3-[9-(benzylmethylamino)nonyloxy]xanthen-9-one	BCHE
coagulation factor ix human	F11
coagulation factor ix human	F8
coagulation factor ix human	F10
coagulation factor ix human	F7
lipo-alprostadil	PTGER2
gp-683	ADK
sb-234551	EDNRA
a-432411	CHEK1
rosiglitazone	PPARG
isis 150463	SOD1
pf-3557156	PDE7A
pf-3557156	PDE7B
3-benzyl-6-methylbenzo[d]oxazol-2(3h)-one	MIF
4,6-dichloro-1h-indole-2-carboxylic acid	GRIN2A
4,6-dichloro-1h-indole-2-carboxylic acid	GRIN1
4,6-dichloro-1h-indole-2-carboxylic acid	GRIN2B
2-fluorophenyl 4'-ethylbiphenyl-4-ylcarbamate	FAAH
4-methylaminomethyl-7-methoxycoumarin	CYP2D6
1-(4-bromobenzyl)-1h-imidazole	CYP17A1
1-(4-bromobenzyl)-1h-imidazole	CYP11B1
8-hydroxy-2-phenyl-3h-quinazolin-4-one	PARP1
1-(2-(4-fluorophenoxy)phenyl)piperazine	HTR1A
1-(2-(4-fluorophenoxy)phenyl)piperazine	SLC6A2
1-(2-(4-fluorophenoxy)phenyl)piperazine	SLC6A4
1-(2-(4-fluorophenoxy)phenyl)piperazine	SLC6A3
iph-2102	KIR2DL1
iph-2102	KIR2DL2
iph-2102	KIR2DL3
2-(4-fluorophenyl)-7-methoxy-4h-chromen-4-one	MAOB
(4-methoxyphenyl)(4-phenylazepan-1-yl)methanone	HSD11B1
sdz-224-015	CASP1
psb-10	ADORA2B
psb-10	ADORA3
psb-10	ADORA1
ly334362	HTR2C
2-furan-2-ylmethyl-1,2-dihydro-indazol-3-one	PTGS2
2-furan-2-ylmethyl-1,2-dihydro-indazol-3-one	PTGS1
2-furan-2-ylmethyl-1,2-dihydro-indazol-3-one	ALOX5
apigenin	AR
apigenin	CYP1B1
apigenin	HSD17B1
apigenin	CYP19A1
apigenin	AKR1B1
apigenin	CSNK2A1
ari-3099	APEH
ari-3099	FAP
ad10-1025	INSR
ac-i[cv(bpa)qdwgahrc]t	C3
compound 22m	LIMK2
cns-1307	SIGMAR1
16-(pyridin-4-yl)methyl-estradiol	HSD17B1
9-octadecynoic acid	HMGCR
gnf-pf-2857	ADRA2C
gnf-pf-2857	ADRA2B
gnf-pf-2857	ADRA2A
2-(2-methoxy-phenyl)-1-methyl-ethylamine	HTR1A
2-(2-methoxy-phenyl)-1-methyl-ethylamine	HTR1D
2-(2-methoxy-phenyl)-1-methyl-ethylamine	HTR2A
nmi-870	ADRA2C
nmi-870	ADRA2A
sc-52150	HTR3A
2,4,5-triarylimidazole analogue	ALOX5
calcitonin oral	CALCR
ono-4053	PTGDR
ah 11110	ADRA1B
l-741626	DRD2
l-741626	DRD3
l-741626	DRD4
tcs 5861528	TRPA1
benzyl-quinazolin-4-yl-amine	EGFR
aom-0890	PDE5A
4,4'-thiodipyridine-3-sulfonamide	CA12
4,4'-thiodipyridine-3-sulfonamide	CA2
4,4'-thiodipyridine-3-sulfonamide	CA1
4,4'-thiodipyridine-3-sulfonamide	CA9
imidazolidin-2-ylidene-o-tolyl-amine	ADRA1A
imidazolidin-2-ylidene-o-tolyl-amine	ADRA1B
imidazolidin-2-ylidene-o-tolyl-amine	ADRA1D
zd-6021	TACR2
zd-6021	TACR1
zelandopam hydrochloride	DRD1
isis 3224	ICAM1
obi-1	F8
fospropofol	GABRB3
fospropofol	GABRB2
pd-168393	EGFR
pd-168393	ERBB2
d-220	DRD2
d-220	DRD3
cg-103065	SYK
resimmune	CD3E
2-hydroxycarbamoyl-pentanedioic acid	FOLH1
mcl-129	MC4R
7-ethynyl-6h-chromeno[4,3-b]quinoline-3,9-diol	ESRRA
compound 5j	FDFT1
maslinic acid	PTPN1
rad-140	AR
mk-866	ALOX5
[3h]epibatidine	CHRNA7
[3h]epibatidine	CHRNB2
[3h]epibatidine	CHRM5
a-123189	ADRA1A
a-123189	ADRA1B
2-acetylamino-indan-5-sulfonic acid hydrate	CA2
2-acetylamino-indan-5-sulfonic acid hydrate	CA1
sm-101	FCGR2A
1-(4-(methylsulfonyl)phenyl)-1h-indole	PTGS2
ly-2828360	CNR2
tris(hydroxymethyl)aminomethane	AMD1
mk-3134	HRH3
trans-dimethyl gababutin	CACNA2D1
