DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB09158,Trypan blue,72-57-1,SmallMoleculeDrug,C19307,,9562061,310265071,78897,,,,,,18848,,,Trypan_blue,,,10482308,,
DB09160,Technetium Tc-99m tetrofosmin,127455-27-0,SmallMoleculeDrug,,D06050,131704316,310265073,,,,,,,"",,,,,,,,
DB09161,Technetium Tc-99m sestamibi,109581-73-9,SmallMoleculeDrug,,D01060,22617237,310265074,9423,,,,,,"",http://www.rxlist.com/miraluma-drug.htm,,Technetium_(99mTc)_sestamibi,https://www.drugs.com/pro/technetium-tc-99m-sestamibi.html,,58829659,,
DB09162,Ferric Citrate,3522-50-7,SmallMoleculeDrug,,,61300,347827827,,,,,,,4882,,,,,,55239,,
DB09163,Technetium Tc-99m exametazime,99944-78-2,SmallMoleculeDrug,,D02284,,347910416,,,,,,,"",http://www.rxlist.com/ceretec-drug.htm,,Technetium_(99mTc)_exametazime,,,,,
DB09164,Technetium Tc-99m disofenin,,SmallMoleculeDrug,,,11430828,347827828,,,,,,,"",,,,,,,,
DB09165,Technetium Tc-99m pyrophosphate,52997-54-3,SmallMoleculeDrug,,,6452753,347827829,,,,,,,"",,,,,,,,
DB09166,Etizolam,40054-69-1,SmallMoleculeDrug,,D01514,3307,310265075,31583,,,,,,"",,,Etizolam,,,3191,,
DB09167,Dosulepin,113-53-1,SmallMoleculeDrug,,D07872,5284550,310265076,36803,,,,,,"",,,Dosulepin,,,4447605,,
DB09168,4-Phenylfentanyl,"",SmallMoleculeDrug,,,10319503,310265077,,,,,,,"",,,,,,8494967,,
DB09169,3-Allylfentanyl,82208-84-2,SmallMoleculeDrug,,,133866,310265078,,,,,,,"",,,,,,118047,,
DB09170,β-Hydroxythiofentanyl,1474-34-6,SmallMoleculeDrug,,,117072582,310265079,,,,,,,"",,,,,,21106268,,
DB09171,β-Methylfentanyl,79146-56-8,SmallMoleculeDrug,,,6425761,310265080,,,,,,,"",,,,,,4931228,,
DB09172,Brifentanil,101345-71-5,SmallMoleculeDrug,,,60672,310265081,,,,,,,"",,,,,,54682,,
DB09173,Butyrfentanyl,1169-70-6,SmallMoleculeDrug,,,621174,310265082,,,,,,,"",,,,,,539764,,
DB09174,Lofentanil,61380-40-3,SmallMoleculeDrug,,,10070040,310265083,,,,,,,"",,,,,,8245580,50027473,
DB09175,Mirfentanil,117523-47-4,SmallMoleculeDrug,,,60698,310265084,,,,,,,"",,,,,,54703,50017404,
DB09177,p-Fluorofentanyl,90736-23-5,SmallMoleculeDrug,,,62300,310265085,61074,,,,,,"",,,Parafluorofentanyl,,,56096,,
DB09178,Phenaridine,42045-97-6,SmallMoleculeDrug,,,162056,310265086,,,,,,,"",,,Phenaridine,,,142327,,
DB09179,R-30490,60618-49-7,SmallMoleculeDrug,,,124716,310265087,,,,,,,"",,,R-30490,,,111042,,
DB09180,Thienylfentanyl,1165-22-6,SmallMoleculeDrug,,,62380,310265088,61099,,,,,,"",,,Thiofentanyl,,,56168,,
DB09181,Trefentanil,120656-74-8,SmallMoleculeDrug,,,60728,310265089,,,,,,,"",,,Trefentanil,,,54732,,
DB09182,Benzylfentanyl,1474-02-8,SmallMoleculeDrug,,,252141,310265090,,,,,,,"",,,Benzylfentanyl,,,220920,,
DB09183,Dasabuvir,1132935-63-7,SmallMoleculeDrug,,D10582,56640146,310265091,85182,PA166163411,,,,,22555,http://www.rxlist.com/viekira-pak-drug.htm,,Dasabuvir,http://www.drugs.com/mtm/dasabuvir-ombitasvir-paritaprevir-and-ritonavir.html,,29776744,,
DB09184,Edivoxetine,1194508-25-2,SmallMoleculeDrug,,,11186829,310265092,,,,,,,"",,,,,,9361913,,
DB09185,Viloxazine,46817-91-8,SmallMoleculeDrug,,D08673,5666,310265093,94405,,,,,,"",,,Viloxazine,,,5464,50025691,
DB09186,Nisoxetine,53179-07-0,SmallMoleculeDrug,,D05173,4500,310265094,73410,,,,,,"",,,Nisoxetine,,,4344,22417,
DB09187,Lortalamine,70384-91-7,SmallMoleculeDrug,,D04781,3053755,310265095,,,,,,,"",,,Lortalamine,,,2315437,,
DB09188,Amedalin,22136-26-1,SmallMoleculeDrug,,,76961482,310265096,,,,,,,"",,,Amedalin,,,34996047,,
DB09189,Daledalin,22136-27-2,SmallMoleculeDrug,,,31707,310265097,,,,,,,"",,,,,,29403,,
DB09190,Talopram,7182-51-6,SmallMoleculeDrug,,,23573,310265098,,,,,,,"",,,,,,22042,50021246,
DB09191,Talsupram,21489-20-3,SmallMoleculeDrug,,,33014,310265099,,,,,,,"",,,Talsupram,,,30557,50021217,
DB09192,Tandamine,42408-80-0,SmallMoleculeDrug,,,39187,310265100,,,,,,,"",,,Tandamine,,,35851,,
DB09193,"CP-39,332",61764-60-1,SmallMoleculeDrug,,,15657209,310265101,,,,,,,"",,,"CP-39,332",,,23189744,50422040,
DB09194,Etoperidone,52942-31-1,SmallMoleculeDrug,,,40589,310265102,135589,,,,,,"",,,Etoperidone,,,37083,82438,
DB09195,Lorpiprazole,108785-69-9,SmallMoleculeDrug,,,20055414,310265103,,,,,,,"",,,Lorpiprazole,,,16736802,,
DB09196,Lubazodone,161178-07-0,SmallMoleculeDrug,,,157919,310265104,,,,,,,"",,,Lubazodone,,,138947,50313284,
DB09197,Mepiprazole,20326-12-9,SmallMoleculeDrug,,,71897,310265105,134701,,,,,,"",,,Mepiprazole,,,64909,,
DB09198,Lobeglitazone,607723-33-1,SmallMoleculeDrug,,,9826451,310265106,136052,,,,,,"",,,Lobeglitazone,,,8002194,,
DB09199,Netoglitazone,161600-01-7,SmallMoleculeDrug,,D05150,204109,310265107,,,,,,,"",,,Netoglitazone,,,176806,,
DB09200,Rivoglitazone,185428-18-6,SmallMoleculeDrug,,,3055168,310265108,,,7VA,,,,"",,,Rivoglitazone,,,2316729,,
DB09201,Ciglitazone,74772-77-3,SmallMoleculeDrug,,D03493,2750,310265109,64227,,,,,,"",,,,,,2648,,
DB09202,Cirazoline,59939-16-1,SmallMoleculeDrug,,,2765,310265110,92950,,,,,,"",,,,,,2663,50027060,
DB09203,Synephrine,94-07-5,SmallMoleculeDrug,C04548,D07148,7172,310265111,29081,,,,,,"",,,,,,6904,,
DB09204,Arotinolol,68377-92-4,SmallMoleculeDrug,,D07465,2239,310265112,135569,,,,,,"",,,Arotinolol,,,2152,81885,
DB09205,Moxisylyte,54-32-0,SmallMoleculeDrug,,D08239,4260,310265113,94754,,,,,,"",,,,,,4110,50452139,
DB09206,Trimazosin,35795-16-5,SmallMoleculeDrug,,,37264,310265114,135710,,,,,,"",,,Trimazosin,,,34203,,
DB09207,AS-8112,"",SmallMoleculeDrug,,,10993014,310265115,,,,,,,"",,,AS-8112,,,9168209,,
DB09208,Pegloticase,885051-90-1,BiotechDrug,,D09316,,347910417,,,,,,,"",http://www.rxlist.com/krystexxa-drug.htm,,Pegloticase,https://www.drugs.com/cdi/pegloticase.html,,,,
DB09209,Pholcodine,509-67-1,SmallMoleculeDrug,,D07385,5311356,310265116,53579,,,,,,"",,,Pholcodine,,,4470854,,
DB09210,Piracetam,7491-74-9,SmallMoleculeDrug,,,4843,310265117,32010,,PZI,,,,"",,,,,,4677,62877,
DB09211,Limaprost,74397-12-9,SmallMoleculeDrug,,D02722,6438378,310265118,135594,,,,,,"",,,,,,4942859,,
DB09212,Loxoprofen,68767-14-6,SmallMoleculeDrug,,D08149,3965,310265119,76172,PA166049180,,,,,"",,,Loxoprofen,,,3828,50140320,
DB09213,Dexibuprofen,51146-56-6,SmallMoleculeDrug,,D03715,39912,310265120,43415,PA166049174,IBP,,,,"",,,Dexibuprofen,https://www.drugs.com/international/dexibuprofen.html,,36498,50169047,
DB09214,Dexketoprofen,22161-81-5,SmallMoleculeDrug,,D07269,667550,310265121,76128,PA166049175,,,,,"",,,Dexketoprofen,,,580922,50088570,
DB09215,Droxicam,90101-16-9,SmallMoleculeDrug,,D07267,65679,310265122,76133,PA166049182,,,,,"",,,Droxicam,,,59108,,
DB09216,Tolfenamic Acid,13710-19-5,SmallMoleculeDrug,,D01183,610479,310265123,32243,PA166049189,TLF,,,,928,,,Tolfenamic_acid,,,530683,35905,
DB09217,Firocoxib,189954-96-9,SmallMoleculeDrug,C18363,D03712,208910,310265124,76136,PA166049194,,,,,20162,,,Firocoxib,,,181008,50080082,
DB09218,Clonixin,17737-65-4,SmallMoleculeDrug,,D03555,28718,310265125,76200,,6J3,,,,"",,,Clonixin,,,26711,,
DB09219,Bisoxatin,17692-24-9,SmallMoleculeDrug,,,28689,310265126,135955,,,,,,"",,,Bisoxatin,http://www.drugs.com/international/bisoxatin.html,,26684,,
DB09220,Nicorandil,65141-46-0,SmallMoleculeDrug,C13280,D01810,47528,310265127,31905,,,,,,"",,,Nicorandil,,,43240,,
DB09221,Polaprezinc,107667-60-7,SmallMoleculeDrug,,D01611,6918055,310265128,32024,,,,,,"",,,,,,7993200,,
DB09222,Fibrinogen Human,9001-32-5,BiotechDrug,,,,347910418,,,,,,,17119,,,Fibrin_glue,http://www.drugs.com/ppa/fibrinogen-concentrate-human.html,,,,
DB09223,Blonanserin,132810-10-7,SmallMoleculeDrug,,D01176,125564,310265129,31296,,,,,,"",,,Blonanserin,,,111697,50160807,
DB09224,Melperone,3575-80-2,SmallMoleculeDrug,,D07309,15387,310265130,93626,,,,,,"",,,Melperone,,,14646,81771,
DB09225,Zotepine,26615-21-4,SmallMoleculeDrug,,D01321,5736,310265131,32316,,,,,,"",,,Zotepine,,,5534,35255,
DB09226,RP5063,"",SmallMoleculeDrug,,,,347910419,,,,,,,"",,,,,,,,
DB09227,Barnidipine,104713-75-9,SmallMoleculeDrug,,,443869,310265132,135793,,,,,,"",,,Barnidipine,,,391959,50088384,
DB09228,Conestat alfa,80295-38-1,BiotechDrug,,,,347910420,,,,P05155,IC1_HUMAN,,"",http://www.rxlist.com/ruconest-drug.htm,,C1-inhibitor,https://www.drugs.com/cdi/ruconest.html,,,,
DB09229,Aranidipine,86780-90-7,SmallMoleculeDrug,,D01562,2225,310265133,31232,,,,,,"",,,Aranidipine,,,2139,,
DB09230,Azelnidipine,123524-52-7,SmallMoleculeDrug,,D01145,65948,310265134,31247,,,,,,"",,,Azelnidipine,,,59352,,
DB09231,Benidipine,105979-17-7,SmallMoleculeDrug,,,656668,310265135,,,,,,,"",,,Benidipine,,,571013,,
DB09232,Cilnidipine,132203-70-4,SmallMoleculeDrug,,D01173,5282138,310265136,31399,,,,,,"",,,Cilnidipine,,,4445338,,
DB09233,Cronidipine,113759-50-5,SmallMoleculeDrug,,,65918,310265137,,,,,,,"",,,,,,59326,,
DB09234,Darodipine,72803-02-2,SmallMoleculeDrug,,,51701,310265138,,,,,,,"",,,Darodipine,,,46790,,
DB09235,Efonidipine,111011-63-3,SmallMoleculeDrug,,,119171,310265139,135859,,,,,,"",,,,,,106463,,
DB09236,Lacidipine,103890-78-4,SmallMoleculeDrug,,D04657,5311217,310265140,135737,,,,,,"",,,Lacidipine,,,4470736,,
DB09237,Levamlodipine,103129-82-4,SmallMoleculeDrug,,,9822750,310265141,53796,,6UB,,,,"",,,Levamlodipine,,,7998499,,
DB09238,Manidipine,89226-50-6,SmallMoleculeDrug,,,4008,347827830,135849,,,,,,"",,,Manidipine,,,3868,,
DB09239,Niguldipine,113165-32-5,SmallMoleculeDrug,,,60602,310265142,103931,,,,,,"",,,Niguldipine,,,54630,50453799,
DB09240,Niludipine,22609-73-0,SmallMoleculeDrug,,,89767,310265143,,,,,,,"",,,Niludipine,,,81025,,
DB09241,Methylene blue,61-73-4,SmallMoleculeDrug,C00220,,6099,310265144,6872,,,,,,7160,,,Methylthioninium_chloride,,,5874,,
DB09242,Moxonidine,75438-57-2,SmallMoleculeDrug,C07451,D05087,4810,310265145,7009,,,,,,"",,,Moxonidine,,,4645,50050093,
DB09243,Hydracarbazine,3614-47-9,SmallMoleculeDrug,,,71653,310265146,136055,,,,,,"",,,Hydracarbazine,,,64713,,
DB09244,Pirlindole,60762-57-4,SmallMoleculeDrug,,D08392,68802,310265147,91755,,,,,,"",,,Pirlindole,,,62039,,
DB09245,Toloxatone,29218-27-7,SmallMoleculeDrug,,D02559,34521,310265148,,,,,,,"",,,Toloxatone,,,31769,50110725,
DB09246,Benmoxin,7654-03-7,SmallMoleculeDrug,,,71671,310265149,134978,,,,,,"",,,Benmoxin,,,64728,,
DB09247,Iproclozide,3544-35-2,SmallMoleculeDrug,,D07338,19063,310265150,134988,,,,,,"",,,Iproclozide,,,17998,,
DB09248,Mebanazine,65-64-5,SmallMoleculeDrug,,,6179,310265151,134728,,,,,,"",,,Mebanazine,,,5944,,
DB09249,Octamoxin,4684-87-1,SmallMoleculeDrug,,,20811,310265152,134768,,,,,,"",,,Octamoxin,,,19587,,
DB09250,Pheniprazine,55-52-7,SmallMoleculeDrug,,,5929,310265153,134773,,,,,,"",,,Pheniprazine,,,5716,,
DB09251,Phenoxypropazine,3818-37-9,SmallMoleculeDrug,,,71467,310265154,134799,,,,,,"",,,Phenoxypropazine,,,64548,,
DB09252,Pivhydrazine,306-19-4,SmallMoleculeDrug,,,9375,310265155,134868,,,,,,"",,,Pivhydrazine,,,9007,,
DB09253,Safrazine,33419-68-0,SmallMoleculeDrug,,,34042,310265156,,,,,,,"",,,Safrazine,,,31375,,
DB09254,Caroxazone,18464-39-6,SmallMoleculeDrug,,,29083,310265157,134867,,,,,,"",,,Caroxazone,,,27057,,
DB09255,Dextran,9004-54-0,SmallMoleculeDrug,C00372,D00060,,347910421,,,,,,,9969,,,Dextran,,,,,
DB09256,Tegafur,17902-23-7,SmallMoleculeDrug,C12673,D01244,5386,310265158,32188,,,,,,"",,,Tegafur,,,5193,,
DB09257,Gimeracil,103766-25-2,SmallMoleculeDrug,,,54679224,310265159,31652,,,,,,"",,,,,,3353,,
DB09258,Bemiparin,91449-79-5,SmallMoleculeDrug,,,,347910422,,,,,,,"",,,Bemiparin_sodium,,,,,
DB09259,Reviparin,9041-08-1,SmallMoleculeDrug,,D03337,,347910423,,,,,,,"",,,Reviparin_sodium,,,,,
DB09260,Parnaparin,9005-49-6,SmallMoleculeDrug,,,,347910424,,,,,,,"",,,,,,,,
DB09261,Certoparin,,SmallMoleculeDrug,,,,347910425,,,,,,,"",,,Certoparin_sodium,,,,,
DB09262,Imidafenacin,170105-16-5,SmallMoleculeDrug,,,6433090,310265160,134720,,,,,,"",,,,,,4938278,,
DB09263,Patiromer,1260643-52-4,SmallMoleculeDrug,,D10148,,347910426,,,,,,,"",,,Patiromer,,,,,
DB09264,Idarucizumab,1362509-93-0,BiotechDrug,,D10741,,347910427,,,,,,,22710,http://www.rxlist.com/praxbind-drug.htm,,Idarucizumab,,,,,
DB09265,Lixisenatide,320367-13-3,SmallMoleculeDrug,,,131704317,310265161,85662,,,,,,22870,,,Lixisenatide,,,,,
DB09266,Technetium Tc-99m tilmanocept,1262984-82-6,BiotechDrug,,,,347910428,,,,,,,"",,,,,,,,
DB09267,Strontium ranelate,135459-87-9,SmallMoleculeDrug,,,6918182,310265162,,,,,,,"",,,Strontium_ranelate,,,5293393,,
DB09268,Picosulfuric acid,10040-34-3,SmallMoleculeDrug,,,5243,310265163,,,,,,,13334,,,Sodium_picosulfate,,,5053,,
DB09269,Phenylacetic acid,103-82-2,SmallMoleculeDrug,C07086,,999,310265164,30745,,PAC,,,,"",,,Phenylacetic_acid,,,10181341,16419,
DB09270,Ubidecarenone,303-98-0,SmallMoleculeDrug,C11378,D01065,5281915,310265165,46245,,U10,,,,1357,,,Coenzyme_Q10,,,4445197,,
DB09271,Cimetropium,150521-16-7,SmallMoleculeDrug,,D07099,20054871,310265166,135516,,,,,,"",,,Cimetropium_bromide,,,28529144,,
DB09272,Eluxadoline,864821-90-9,SmallMoleculeDrug,,D10403,11250029,310265167,85980,,,,,,22846,http://www.rxlist.com/viberzi-drug.htm,,Eluxadoline,http://www.drugs.com/cons/eluxadoline.html,,9425062,50393720,
DB09273,Doxofylline,69975-86-6,SmallMoleculeDrug,,D03898,50942,310265168,94714,,,,,,"",,,Doxofylline,,,46175,,
DB09274,Artesunate,88495-63-0,SmallMoleculeDrug,,D02482,6917864,310265169,63918,,,,,,"",,,Artesunate,,,5293084,,
DB09275,Bismuth Subcitrate,57644-54-9,SmallMoleculeDrug,,,118987133,347827831,,,,,,,7051,,,,,,58829660,,
DB09276,Sodium aurothiomalate,12244-57-4,SmallMoleculeDrug,,,16760302,310265170,35863,,,,,,6469,,,Sodium_aurothiomalate,,,7827788,,
DB09277,Choline C 11,87591-54-6,SmallMoleculeDrug,,,14989482,310265171,72321,,,,,,"",,,,,,28514887,,
DB09278,Activated charcoal,64365-11-3,SmallMoleculeDrug,,D03251,297,347827832,27594,,,,,,78,,,Activated_charcoal_(medication),,,4575370,,
DB09279,Fimasartan,247257-48-3,SmallMoleculeDrug,,,9870652,310265172,136044,,,,,,"",,,Fimasartan,,,8046343,50364573,
DB09280,Lumacaftor,936727-05-8,SmallMoleculeDrug,,D10134,16678941,310265173,90951,PA166114483,,,,,22685,http://www.rxlist.com/orkambi-drug.htm,,Lumacaftor,http://www.drugs.com/mtm/ivacaftor-and-lumacaftor.html,,17611836,,
DB09281,Magnesium Trisilicate,14987-04-3,SmallMoleculeDrug,,D03271,5311266,310265174,,,,,,,9269,,,Magnesium_trisilicate,,,4470779,,
DB09282,Molsidomine,25717-80-0,SmallMoleculeDrug,,D01320,5353788,310265175,92623,,,,,,"",,,Molsidomine,,,4090,39912,
DB09283,Trapidil,15421-84-8,SmallMoleculeDrug,,,5531,310265176,32254,,,,,,"",,,Trapidil,,,5330,,
DB09284,Imolamine,318-23-0,SmallMoleculeDrug,,D07159,27501,310265177,135072,,,,,,"",,,Imolamine,,,10669810,,
DB09285,Morniflumate,65847-85-0,SmallMoleculeDrug,,D05078,72106,310265178,136018,,,,,,"",,,Morniflumate,,,65089,,
DB09286,Pipamperone,1893-33-0,SmallMoleculeDrug,,D02622,4830,310265179,78549,,,,,,"",,,Pipamperone,,,4664,81483,
DB09287,Polyethylene glycol,25322-68-3,SmallMoleculeDrug,,D03370,,347910429,,,,,,,698; 13418,,,Polyethylene_glycol,,,,,
DB09288,Propacetamol,66532-85-2,SmallMoleculeDrug,,D07294,68865,310265180,135089,,,,,,"",,,Propacetamol,,,62097,,
DB09289,Tianeptine,72797-41-2,SmallMoleculeDrug,,D02575,68870,310265181,91749,,,,,,"",,,Tianeptine,,,62102,,
DB09290,Ramosetron,132036-88-5,SmallMoleculeDrug,,D08466,108000,310265182,135156,,,,,,"",,,Ramosetron,,,97112,50334454,
DB09291,Rolapitant,552292-08-7,SmallMoleculeDrug,,D10742,10311306,310265183,90908,,,,,,"",http://www.rxlist.com/varubi-drug.htm,,Rolapitant,http://www.drugs.com/varubi.html,,8486772,,
DB09292,Sacubitril,149709-62-6,SmallMoleculeDrug,,D10225,9811834,310265184,134714,PA166131580,,,,,22647,http://www.rxlist.com/entresto-drug.htm,,Sacubitril,http://www.drugs.com/mtm/sacubitril-and-valsartan.html,,7987587,,
DB09293,Iodide I-131,14914-30-8,SmallMoleculeDrug,,D02259,167195,310265185,,,,,,,"",http://www.rxlist.com/sodium-iodide-i-131-drug/indications-dosage.htm,,Iodine-131,https://www.drugs.com/pro/sodium-iodide-i-131.html,,146281,,
DB09295,Talniflumate,66898-62-2,SmallMoleculeDrug,,D02701,48229,310265187,91991,,,,,,"",,,,http://www.drugs.com/international/talniflumate.html,,43868,,
DB09296,Ombitasvir,1258226-87-7,SmallMoleculeDrug,,D10745,54767916,310265188,85183,PA166163409,,,,,22554,http://www.rxlist.com/viekira-pak-drug.htm,,Ombitasvir,http://www.drugs.com/mtm/ombitasvir-paritaprevir-and-ritonavir.html,,31136214,,
DB09297,Paritaprevir,1216941-48-8,SmallMoleculeDrug,,D10580,68498031,310265189,85188,,,,,,22556,http://www.rxlist.com/viekira-pak-drug.htm,,Paritaprevir,https://www.drugs.com/cons/ombitasvir-paritaprevir-ritonavir-and-dasabuvir.html,,34999598,,
DB09298,Silibinin A,22888-70-6,SmallMoleculeDrug,C07610,D08515,31553,310265190,9144,PA166129539,,,,,"",,,Silibinin,,,29263,50084982,
DB09299,Tenofovir alafenamide,379270-37-8,SmallMoleculeDrug,,D10428,9574768,310265191,90926,,,,,,22668,http://www.rxlist.com/genvoya-drug.htm,,Tenofovir_alafenamide,http://www.drugs.com/history/genvoya.html,,7849225,,
DB09300,Scopolamine butylbromide,149-64-4,SmallMoleculeDrug,,D01451,6852391,310265192,,,,,,,9008,,,Butylscopolamine,,,16736107,,
DB09301,Chondroitin sulfate,24967-93-9,SmallMoleculeDrug,C00607,D00080,,347910430,,,,,,,"",,,Chondroitin_sulfate,,,,,
DB09302,Alirocumab,1245916-14-6,BiotechDrug,,D10335,,347910431,,,,,,,22706,https://www.rxlist.com/praluent-drug.htm,,Alirocumab,http://www.drugs.com/praluent.html,,,,
DB09303,Evolocumab,1256937-27-5,BiotechDrug,,D10557,,347910432,,,,,,,22637,,,Evolocumab,http://www.drugs.com/repatha.html,,,,
DB09304,Setiptiline,57262-94-9,SmallMoleculeDrug,,D08511,5205,310265193,135076,,,,,,"",,,Setiptiline,,,5016,,
DB09305,Aptazapine,71576-40-4,SmallMoleculeDrug,,,51355,310265194,,,,,,,"",,,Aptazapine,,,46513,,
DB09306,Metralindole,54188-38-4,SmallMoleculeDrug,,,68713,310265195,135044,,,,,,"",,,Metralindole,,,61964,,
DB09307,Oxaprotiline,56433-44-4,SmallMoleculeDrug,,,,347910433,,,,,,,"",,,Oxaprotiline,,,,,
DB09308,Solithromycin,760981-83-7,SmallMoleculeDrug,,,25242512,310265196,,,EM1,,,,"",,,,,,25056854,,
DB09309,Kitasamycin,1392-21-8,SmallMoleculeDrug,C14056,,5282322,310265197,34812,,,,,,"",,,Kitasamycin,http://www.drugs.com/international/kitasamycin.html,,4445491,,
DB09310,Coagulation Factor XIII A-Subunit (Recombinant),606138-08-3,BiotechDrug,,D10532,,347910434,,,,,,,21399,,,Catridecacog,,,,,
DB09311,Polycarbophil calcium,126040-58-2,SmallMoleculeDrug,,D03306,,347910435,,,,,,,6584; 9921,,,Polycarbophil_calcium,,,,,
DB09312,Antilymphocyte immunoglobulin (horse),,BiotechDrug,,D08808,,347910436,,,,,,,7645,http://www.rxlist.com/atgam-drug.htm,,Anti-thymocyte_globulin,,,,,
DB09313,Ioxaglic acid,59017-64-0,SmallMoleculeDrug,,D01761,3742,310265198,31718,,,,,,8093; 8095,,,Ioxaglic_acid,,,3611,,
DB09314,Technetium Tc-99m pertechnetate,23288-61-1,SmallMoleculeDrug,,D08761,131709156,310265199,,,,,,,"",http://www.rxlist.com/ultra-technekow-drug.htm,,Pertechnetate,,,,,
DB09315,Xenon-133,14932-42-4,SmallMoleculeDrug,,,66376,310265200,,,,,,,"",,,,,,59751,,
DB09316,Thallous Chloride,7791-12-0,SmallMoleculeDrug,C15226,,24642,310265201,37117,,,,,,"",,,Thallium(I)_chloride,,,23044,,
DB09317,"Synthetic Conjugated Estrogens, A","",SmallMoleculeDrug,,,,347910437,,,,,,,"",http://www.rxlist.com/cenestin-drug.htm,,Conjugated_estrogen,https://www.drugs.com/cdi/cenestin.html,,,,
DB09318,"Synthetic Conjugated Estrogens, B","",SmallMoleculeDrug,,D05987,,347910438,,,,,,,"",http://www.rxlist.com/enjuvia-drug.htm,,Conjugated_estrogen,https://www.drugs.com/enjuvia.html,,,,
DB09320,Procaine benzylpenicillin,54-35-3,SmallMoleculeDrug,,,5903,310265202,52154,,,,,,8433; 11083,,,Procaine_benzylpenicillin,,,5692,,
DB09321,Zinc oxide,1314-13-2,SmallMoleculeDrug,,D01170,14806,310265203,36560,,,,,,7289,,,Zinc_oxide,,,14122,,
DB09322,Zinc sulfate,7733-02-0,SmallMoleculeDrug,,,24424,310265204,35176,PA451971,,,,,8746; 21337,,,Zinc_sulfate,,,22833,,
DB09323,Benzathine benzylpenicillin,1538-09-6,SmallMoleculeDrug,,,25137901,310265205,51352,,,,,,11521,,,Benzathine_benzylpenicillin,,,14498,,
DB09324,Sulbactam,68373-14-8,SmallMoleculeDrug,C07770,D08533,130313,310265206,9321,,0RN,,,,8339,http://www.rxlist.com/unasyn-drug.htm,,Sulbactam,http://www.drugs.com/cdi/ampicillin-sulbactam.html,,115306,50021954,
DB09325,Sodium fluoride,7681-49-4,SmallMoleculeDrug,C08142,,5235,310265207,28741,PA451388,,,,,219; 6416; 11088,,,Sodium_fluoride,,,5045,,
DB09326,Ammonia N-13,34819-78-8,SmallMoleculeDrug,,,119432,310265208,135980,,,,,,"",,,Nitrogen-13,,,106665,,
DB09327,Tegafur-uracil,74578-38-4,SmallMoleculeDrug,,,104747,310265209,,,,,,,"",,,Tegafur-uracil,,,94558,,
DB09328,Vayarin,,SmallMoleculeDrug,,,,347910439,,,,,,,"",,,Vayarin,,,,,
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",,BiotechDrug,,,,347910440,,,,,,,22819,,,,,,,,
DB09330,Osimertinib,1421373-65-0,SmallMoleculeDrug,,,71496458,310265210,90943,PA166131626,YY3,,,,22731,http://www.rxlist.com/tagrisso-drug.htm,,Osimertinib,http://www.drugs.com/tagrisso.html,,31042598,50029668,
DB09331,Daratumumab,945721-28-8,BiotechDrug,,,,347910441,,,,,,,22729,http://www.rxlist.com/darzalex-drug.htm,,Daratumumab,http://www.drugs.com/history/darzalex.html,,,,
DB09332,Kappadione,131-13-5,SmallMoleculeDrug,,,8555,310265211,,,,,,,"",,,Kappadione,,,8237,,
DB09333,Iopodic acid,5587-89-3,SmallMoleculeDrug,,,5241,310265212,,,,,,,4144,,,,,,20473670,,
DB09335,Alatrofloxacin,146961-76-4,SmallMoleculeDrug,,,3086677,310265213,135829,,,,,,11817,,,Alatrofloxacin,,,21243647,,
DB09336,Technetium Tc-99m nofetumomab merpentan,165942-79-0,SmallMoleculeDrug,,,,347910442,,,,,,,"",,,,,,,,
DB09337,Medical air,132259-10-0,SmallMoleculeDrug,,,,347910443,,,,,,,2328,,,,,,,,
DB09338,Mersalyl,486-67-9,SmallMoleculeDrug,C11336,,443130,310265214,6771,,,,,,"",,,Mersalyl,,,11337655,,
DB09339,Indium In-111 imciromab pentetate,138661-00-4,BiotechDrug,,,,347910444,,,,,,,"",,,Indium_(111In)_imciromab,,,,,
